<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.04.22	0.64076	0.64548	0.64045	0.64489	28945	0	0
2024.04.23	0.64489	0.64899	0.64410	0.64863	28571	0	0
2024.04.24	0.64841	0.65293	0.64712	0.64971	28751	0	0
2024.04.25	0.64964	0.65389	0.64847	0.65179	29943	0	0
2024.04.26	0.65179	0.65538	0.65135	0.65326	31614	0	0
2024.04.29	0.65240	0.65864	0.65165	0.65657	35208	0	0
2024.04.30	0.65656	0.65672	0.64711	0.64721	31773	0	0
2024.05.01	0.64728	0.65399	0.64651	0.65223	32486	0	0
2024.05.02	0.65219	0.65731	0.65128	0.65646	39532	0	1
2024.05.03	0.65614	0.66485	0.65596	0.66088	39255	0	0
2024.05.06	0.66160	0.66381	0.66025	0.66248	22855	0	0
2024.05.07	0.66246	0.66435	0.65866	0.65970	27822	0	0
2024.05.08	0.65967	0.65985	0.65577	0.65786	24719	0	0
2024.05.09	0.65786	0.66206	0.65652	0.66193	26508	0	0
2024.05.10	0.66191	0.66226	0.65961	0.66034	26623	0	0
2024.05.13	0.66010	0.66286	0.65854	0.66072	23790	0	0
2024.05.14	0.66070	0.66275	0.65790	0.66261	25093	0	0
2024.05.15	0.66229	0.66949	0.66184	0.66928	30254	0	0
2024.05.16	0.66909	0.67137	0.66540	0.66776	31187	0	0
2024.05.17	0.66765	0.67009	0.66487	0.66928	23774	0	0
2024.05.20	0.66930	0.67092	0.66617	0.66670	26048	0	0
2024.05.21	0.66671	0.66789	0.66464	0.66648	27488	0	0
2024.05.22	0.66624	0.66850	0.66078	0.66192	30083	0	0
2024.05.23	0.66186	0.66530	0.65977	0.66056	35896	0	0
2024.05.24	0.66057	0.66364	0.65919	0.66273	28073	0	0
2024.05.27	0.66250	0.66599	0.66214	0.66497	16771	0	0
2024.05.28	0.66524	0.66797	0.66425	0.66491	28078	0	1
2024.05.29	0.66488	0.66656	0.66088	0.66095	33048	0	0
2024.05.30	0.66063	0.66477	0.65908	0.66323	35957	0	0
2024.05.31	0.66285	0.66727	0.66216	0.66527	37531	0	0
2024.06.03	0.66430	0.66951	0.66326	0.66890	35952	0	0
2024.06.04	0.66887	0.66985	0.66305	0.66488	39983	0	0
2024.06.05	0.66454	0.66643	0.66260	0.66470	32390	0	0
2024.06.06	0.66443	0.66834	0.66334	0.66656	35073	0	0
2024.06.07	0.66590	0.66810	0.65785	0.65789	39198	0	0
2024.06.10	0.65774	0.66108	0.65753	0.66093	31297	0	0
2024.06.11	0.66060	0.66134	0.65885	0.66056	33675	0	0
2024.06.12	0.66051	0.67043	0.65969	0.66631	40889	0	0
2024.06.13	0.66630	0.66750	0.66260	0.66349	36323	0	1
2024.06.14	0.66348	0.66414	0.65913	0.66148	40609	0	0
2024.06.17	0.66080	0.66178	0.65851	0.66126	29075	0	0
2024.06.18	0.66102	0.66577	0.65998	0.66557	34844	0	1
2024.06.19	0.66556	0.66774	0.66507	0.66708	20532	0	0
2024.06.20	0.66682	0.66790	0.66474	0.66553	31529	0	0
2024.06.21	0.66553	0.66694	0.66313	0.66395	33330	0	0
2024.06.24	0.66380	0.66675	0.66259	0.66553	31241	0	0
2024.06.25	0.66565	0.66724	0.66350	0.66463	30162	0	0
2024.06.26	0.66451	0.66885	0.66331	0.66471	34965	0	0
2024.06.27	0.66468	0.66723	0.66398	0.66464	33164	0	0
2024.06.28	0.66430	0.66844	0.66199	0.66691	36432	0	2
2024.07.01	0.66800	0.66888	0.66437	0.66596	34046	0	2
2024.07.02	0.66581	0.66600	0.66340	0.66494	13789	0	2
2024.07.03	0.66659	0.67335	0.66629	0.67024	27684	0	0
2024.07.04	0.67016	0.67314	0.67011	0.67254	17700	0	0
2024.07.05	0.67228	0.67526	0.67090	0.67479	32593	0	2
2024.07.08	0.67400	0.67608	0.67309	0.67363	29168	0	0
2024.07.09	0.67342	0.67474	0.67237	0.67406	28924	0	0
2024.07.10	0.67405	0.67518	0.67320	0.67467	26512	0	0
2024.07.11	0.67469	0.67984	0.67424	0.67589	37419	0	0
2024.07.12	0.67588	0.67935	0.67537	0.67835	36637	0	0
2024.07.15	0.67686	0.67885	0.67523	0.67588	37974	0	0
2024.07.16	0.67586	0.67641	0.67144	0.67331	35411	0	0
2024.07.17	0.67316	0.67545	0.67207	0.67287	41171	0	1
2024.07.18	0.67278	0.67433	0.66974	0.67055	42732	0	1
2024.07.19	0.67030	0.67084	0.66802	0.66839	43245	0	1
2024.07.22	0.66862	0.67022	0.66312	0.66416	56910	0	1
2024.07.23	0.66408	0.66458	0.66111	0.66145	49990	0	1
2024.07.24	0.66103	0.66166	0.65773	0.65806	61602	0	1
2024.07.25	0.65756	0.65825	0.65126	0.65373	81733	0	1
2024.07.26	0.65363	0.65682	0.65351	0.65482	54801	0	1
2024.07.29	0.65473	0.65683	0.65241	0.65486	49435	0	1
2024.07.30	0.65430	0.65623	0.65290	0.65374	54192	0	1
2024.07.31	0.65335	0.65557	0.64795	0.65409	82250	0	1
2024.08.01	0.65387	0.65599	0.64887	0.65010	78671	0	1
2024.08.02	0.65009	0.65475	0.64868	0.65098	94491	0	1
2024.08.05	0.65086	0.65176	0.63489	0.64957	147727	0	1
2024.08.06	0.64950	0.65417	0.64723	0.65200	126419	0	1
2024.08.07	0.65199	0.65746	0.65095	0.65182	100945	0	1
2024.08.08	0.65176	0.65938	0.65072	0.65917	92118	0	1
2024.08.09	0.65850	0.66052	0.65666	0.65717	68031	0	1
2024.08.12	0.65665	0.66049	0.65650	0.65847	55064	0	1
2024.08.13	0.65847	0.66379	0.65789	0.66248	58017	0	1
2024.08.14	0.66242	0.66427	0.65950	0.65964	67599	0	1
2024.08.15	0.65963	0.66344	0.65634	0.66120	57124	0	1
2024.08.16	0.66121	0.66712	0.66074	0.66697	48006	0	1
2024.08.19	0.66639	0.67336	0.66535	0.67275	54339	0	1
2024.08.20	0.67277	0.67491	0.67131	0.67447	54548	0	1
2024.08.21	0.67390	0.67609	0.67307	0.67406	54130	0	1
2024.08.22	0.67399	0.67527	0.66970	0.67043	51564	0	1
2024.08.23	0.66982	0.67984	0.66982	0.67970	58964	0	1
2024.08.26	0.67868	0.67973	0.67663	0.67710	50992	0	1
2024.08.27	0.67684	0.67955	0.67615	0.67920	49799	0	1
2024.08.28	0.67890	0.68127	0.67642	0.67845	59144	0	1
2024.08.29	0.67804	0.68239	0.67804	0.67981	66051	0	1
2024.08.30	0.67981	0.68163	0.67513	0.67649	59925	0	1
2024.09.02	0.67625	0.67946	0.67567	0.67896	35140	0	2
2024.09.03	0.67875	0.67921	0.67077	0.67110	65918	0	1
2024.09.04	0.67089	0.67494	0.66854	0.67243	62698	0	1
2024.09.05	0.67195	0.67415	0.67134	0.67402	55797	0	1
2024.09.06	0.67356	0.67670	0.66598	0.66680	70195	0	1
2024.09.09	0.66637	0.66889	0.66478	0.66609	47003	0	1
2024.09.10	0.66574	0.66765	0.66410	0.66520	47462	0	1
2024.09.11	0.66520	0.66759	0.66220	0.66739	65269	0	1
2024.09.12	0.66696	0.67252	0.66566	0.67222	57211	0	1
2024.09.13	0.67189	0.67325	0.66922	0.67045	53651	0	1
2024.09.16	0.66926	0.67535	0.66924	0.67511	42455	0	1
2024.09.17	0.67487	0.67685	0.67413	0.67550	51919	0	1
2024.09.18	0.67512	0.68203	0.67422	0.67641	64762	0	1
2024.09.19	0.67624	0.68389	0.67374	0.68141	80538	0	1
2024.09.20	0.68087	0.68287	0.67828	0.68070	62956	0	1
2024.09.23	0.67946	0.68536	0.67946	0.68375	55855	0	1
2024.09.24	0.68324	0.68931	0.68143	0.68920	61448	0	1
2024.09.25	0.68905	0.69081	0.68180	0.68227	62386	0	2
2024.09.26	0.68187	0.69048	0.68186	0.68957	70797	0	1
2024.09.27	0.68920	0.69372	0.68681	0.69009	71503	0	2
2024.09.30	0.69022	0.69423	0.68953	0.69124	69338	0	1
2024.10.01	0.69111	0.69345	0.68563	0.68827	79097	0	1
2024.10.02	0.68784	0.69156	0.68752	0.68847	70380	0	1
2024.10.03	0.68788	0.68883	0.68300	0.68401	71511	0	1
2024.10.04	0.68346	0.68520	0.67853	0.67949	64623	0	1
2024.10.07	0.67868	0.68103	0.67433	0.67569	66904	0	1
2024.10.08	0.67514	0.67694	0.67150	0.67380	75534	0	1
2024.10.09	0.67418	0.67617	0.67077	0.67170	70860	0	1
2024.10.10	0.67158	0.67423	0.66998	0.67306	68939	0	1
2024.10.11	0.67301	0.67592	0.67248	0.67503	45944	0	1
2024.10.14	0.67354	0.67479	0.67020	0.67254	53305	0	1
2024.10.15	0.67222	0.67325	0.66979	0.67029	57815	0	1
2024.10.16	0.66947	0.67050	0.66582	0.66658	54393	0	1
2024.10.17	0.66574	0.67102	0.66537	0.66969	29905	0	2
2024.10.18	0.66873	0.67193	0.66873	0.67051	49601	0	2
2024.10.21	0.67030	0.67233	0.66526	0.66584	48594	0	1
2024.10.22	0.66467	0.66950	0.66467	0.66818	49693	0	1
2024.10.23	0.66726	0.66916	0.66140	0.66338	52012	0	1
2024.10.24	0.66338	0.66613	0.66210	0.66398	47883	0	1
2024.10.25	0.66386	0.66467	0.66010	0.66035	44429	0	1
2024.10.28	0.66036	0.66144	0.65794	0.65830	42678	0	1
2024.10.29	0.65748	0.65847	0.65448	0.65594	50099	0	1
2024.10.30	0.65572	0.65961	0.65367	0.65713	53782	0	1
2024.10.31	0.65713	0.65842	0.65394	0.65811	55552	0	1
2024.11.01	0.65810	0.65912	0.65538	0.65592	53857	0	1
2024.11.04	0.66076	0.66189	0.65795	0.65846	57115	0	1
2024.11.05	0.65829	0.66415	0.65784	0.66375	46219	0	1
2024.11.06	0.66370	0.66447	0.65122	0.65210	33322	0	2
2024.11.08	0.66723	0.66801	0.66049	0.66091	51208	0	1
2024.11.11	0.65828	0.65983	0.65626	0.65729	56182	0	1
2024.11.12	0.65729	0.65818	0.65141	0.65322	69008	0	1
2024.11.13	0.65322	0.65458	0.64803	0.64837	68042	0	1
2024.11.14	0.64838	0.64970	0.64407	0.64524	72903	0	1
2024.11.15	0.64460	0.64813	0.64430	0.64587	70505	0	1
2024.11.18	0.64576	0.65111	0.64478	0.65060	58722	0	1
2024.11.19	0.65064	0.65338	0.64822	0.65299	67972	0	1
2024.11.20	0.65298	0.65442	0.64843	0.65037	55238	0	1
2024.11.21	0.65041	0.65322	0.64970	0.65092	61880	0	1
2024.11.22	0.65096	0.65213	0.64709	0.65035	64847	0	1
2024.11.25	0.65363	0.65498	0.64873	0.65037	69966	0	1
2024.11.26	0.64959	0.65069	0.64339	0.64979	23359	0	2
2024.11.27	0.64741	0.65007	0.64579	0.64967	77299	0	1
2024.11.28	0.64916	0.65094	0.64772	0.64984	44504	0	1
2024.11.29	0.64984	0.65280	0.64882	0.65172	65767	0	2
2024.12.02	0.65097	0.65132	0.64428	0.64737	76208	0	1
2024.12.03	0.64739	0.65044	0.64552	0.64850	64710	0	1
2024.12.04	0.64850	0.64881	0.63991	0.64297	73392	0	1
2024.12.05	0.64288	0.64547	0.64211	0.64518	53822	0	1
2024.12.06	0.64476	0.64557	0.63725	0.63907	64693	0	2
2024.12.09	0.63870	0.64715	0.63797	0.64392	56400	0	1
2024.12.10	0.64316	0.64416	0.63653	0.63770	63076	0	1
2024.12.11	0.63736	0.63892	0.63366	0.63687	68236	0	1
2024.12.12	0.63682	0.64294	0.63609	0.63682	73096	0	1
2024.12.13	0.63661	0.63837	0.63518	0.63593	57962	0	1
2024.12.16	0.63502	0.63826	0.63451	0.63708	50166	0	1
2024.12.17	0.63676	0.63778	0.63314	0.63366	51489	0	1
2024.12.18	0.63363	0.63390	0.62137	0.62174	64201	0	1
2024.12.19	0.62122	0.62651	0.61988	0.62376	78260	0	1
2024.12.20	0.62328	0.62743	0.62147	0.62521	71173	0	1
2024.12.23	0.62522	0.62649	0.62188	0.62476	52384	0	1
2024.12.24	0.62416	0.62486	0.62245	0.62360	39648	0	2
2024.12.26	0.62387	0.62542	0.62156	0.62200	41282	0	1
2024.12.27	0.62200	0.62260	0.62005	0.62154	49681	0	1
2024.12.30	0.62138	0.62466	0.62017	0.62206	48113	0	1
2024.12.31	0.62183	0.62314	0.61789	0.61872	49170	0	2
2025.01.02	0.61840	0.62226	0.61814	0.62022	58794	0	1
2025.01.03	0.62001	0.62253	0.61944	0.62150	46462	0	1
2025.01.06	0.62088	0.63021	0.62043	0.62441	63347	0	1
2025.01.07	0.62450	0.62881	0.62278	0.62292	57255	0	1
2025.01.08	0.62282	0.62420	0.61873	0.62134	62815	0	1
2025.01.09	0.62068	0.62157	0.61719	0.61949	44284	0	1
2025.01.10	0.61959	0.62059	0.61392	0.61418	60942	0	1
2025.01.13	0.61497	0.61766	0.61311	0.61756	55981	0	1
2025.01.14	0.61756	0.62072	0.61659	0.61928	60517	0	1
2025.01.15	0.61880	0.62466	0.61810	0.62271	53078	0	1
2025.01.16	0.62234	0.62464	0.61918	0.62103	59069	0	1
2025.01.17	0.62108	0.62272	0.61645	0.61906	52385	0	1
2025.01.20	0.61964	0.62865	0.61898	0.62720	53195	0	1
2025.01.21	0.62722	0.62888	0.62081	0.62715	67859	0	1
2025.01.22	0.62710	0.62954	0.62527	0.62719	52787	0	1
2025.01.23	0.62722	0.62996	0.62550	0.62831	50732	0	1
2025.01.24	0.62840	0.63305	0.62784	0.63146	60327	0	1
2025.01.27	0.62962	0.63077	0.62747	0.62908	61292	0	1
2025.01.28	0.62919	0.62933	0.62366	0.62508	55059	0	1
2025.01.29	0.62516	0.62556	0.62100	0.62286	57209	0	1
2025.01.30	0.62241	0.62435	0.61987	0.62063	51321	0	1
2025.01.31	0.62063	0.62626	0.62019	0.62096	61375	0	1
2025.02.03	0.61350	0.62375	0.60876	0.62243	91247	0	1
2025.02.04	0.62250	0.62619	0.61706	0.62554	54626	0	1
2025.02.05	0.62490	0.62969	0.62400	0.62829	48455	0	1
2025.02.06	0.62842	0.62880	0.62552	0.62836	40900	0	1
2025.02.07	0.62812	0.63012	0.62528	0.62693	50472	0	1
2025.02.10	0.62320	0.62873	0.62320	0.62752	38336	0	1
2025.02.11	0.62762	0.63018	0.62605	0.62947	37668	0	1
2025.02.12	0.62942	0.63093	0.62349	0.62786	50102	0	1
2025.02.13	0.62780	0.63227	0.62547	0.63175	52294	0	1
2025.02.14	0.63159	0.63676	0.63100	0.63541	43009	0	1
2025.02.17	0.63316	0.63739	0.63316	0.63568	32961	0	1
2025.02.18	0.63555	0.63677	0.63341	0.63515	40822	0	1
2025.02.19	0.63525	0.63700	0.63366	0.63445	42917	0	1
2025.02.20	0.63425	0.64043	0.63273	0.64010	51604	0	1
2025.02.21	0.63986	0.64085	0.63518	0.63560	50309	0	1
2025.02.24	0.63568	0.63922	0.63440	0.63474	58691	0	1
2025.02.25	0.63486	0.63564	0.63219	0.63437	58001	0	1
2025.02.26	0.63402	0.63534	0.62957	0.63043	56584	0	1
2025.02.27	0.63027	0.63143	0.62319	0.62355	63400	0	1
2025.02.28	0.62344	0.62381	0.61924	0.62079	61009	0	1
2025.03.03	0.62148	0.62543	0.61990	0.62226	63892	0	1
2025.03.04	0.62237	0.62721	0.61869	0.62701	88880	0	1
2025.03.05	0.62708	0.63423	0.62337	0.63331	82115	0	1
2025.03.06	0.63348	0.63637	0.63226	0.63307	79563	0	1
2025.03.07	0.63322	0.63378	0.62822	0.63072	76429	0	1
2025.03.10	0.63072	0.63308	0.62643	0.62787	64406	0	1
2025.03.11	0.62770	0.63115	0.62586	0.62978	73550	0	1
2025.03.12	0.62966	0.63227	0.62764	0.63198	58685	0	1
2025.03.13	0.63178	0.63333	0.62692	0.62822	54546	0	1
2025.03.14	0.62809	0.63313	0.62778	0.63279	50434	0	1
2025.03.17	0.63190	0.63908	0.63133	0.63817	42657	0	1
2025.03.18	0.63826	0.63909	0.63440	0.63589	39925	0	1
2025.03.19	0.63591	0.63665	0.63201	0.63572	46389	0	1
2025.03.20	0.63555	0.63639	0.62711	0.63014	47314	0	1
2025.03.21	0.62983	0.63062	0.62579	0.62712	41276	0	1
2025.03.24	0.62640	0.63052	0.62635	0.62834	43861	0	1
2025.03.25	0.62802	0.63254	0.62781	0.63013	40486	0	1
2025.03.26	0.63013	0.63303	0.62780	0.62983	45806	0	1
2025.03.27	0.62960	0.63183	0.62791	0.63020	47428	0	1
2025.03.28	0.62998	0.63122	0.62806	0.62884	41697	0	1
2025.03.31	0.62839	0.63004	0.62188	0.62449	50756	0	1
2025.04.01	0.62456	0.62832	0.62320	0.62771	49496	0	1
2025.04.02	0.62748	0.63406	0.62570	0.62965	47729	0	1
2025.04.03	0.62944	0.63889	0.62260	0.63282	97976	0	1
2025.04.04	0.63274	0.63318	0.59864	0.60429	125540	0	1
2025.04.07	0.59975	0.61251	0.59313	0.59755	164455	0	1
2025.04.08	0.59786	0.60854	0.59466	0.59559	114433	0	1
2025.04.09	0.59514	0.61759	0.59136	0.61469	142727	0	1
2025.04.10	0.61449	0.62494	0.61157	0.62224	131767	0	1
2025.04.11	0.62154	0.63006	0.61810	0.62887	137554	0	1
2025.04.14	0.63021	0.63427	0.62748	0.63192	93050	0	1
2025.04.15	0.63140	0.63832	0.63140	0.63399	76833	0	1
2025.04.16	0.63427	0.63915	0.63221	0.63665	80698	0	1
2025.04.17	0.63681	0.63939	0.63331	0.63816	67301	0	1
2025.04.18	0.63817	0.63938	0.63669	0.63719	160715	0	1
2025.04.21	0.63634	0.64375	0.63634	0.64096	63193	0	1
2025.04.22	0.64094	0.64391	0.63592	0.63592	66776	0	1
2025.04.23	0.63594	0.64351	0.63492	0.63525	75657	0	1
2025.04.24	0.63527	0.64128	0.63436	0.64022	56547	0	1
2025.04.25	0.64014	0.64206	0.63746	0.63962	48769	0	1
2025.04.28	0.63832	0.64350	0.63675	0.64303	51422	0	1
2025.04.29	0.64236	0.64496	0.63739	0.63768	51282	0	1
2025.04.30	0.63776	0.64175	0.63557	0.63914	56545	0	1
2025.05.01	0.63916	0.64271	0.63655	0.63742	51017	0	1
2025.05.02	0.63728	0.64697	0.63691	0.64470	57771	0	1
2025.05.05	0.64482	0.64938	0.64342	0.64667	47137	0	1
2025.05.06	0.64621	0.65012	0.64378	0.64756	47413	0	1
2025.05.07	0.64874	0.65147	0.64212	0.64218	58961	0	1
2025.05.08	0.64219	0.64645	0.63951	0.63989	55839	0	1
2025.05.09	0.63920	0.64323	0.63706	0.64085	42376	0	1
2025.05.12	0.64169	0.64608	0.63565	0.63695	62279	0	1
2025.05.13	0.63654	0.64785	0.63599	0.64624	53153	0	1
2025.05.14	0.64622	0.65009	0.64198	0.64198	60681	0	1
2025.05.15	0.64232	0.64578	0.63903	0.63982	50580	0	1
2025.05.16	0.63971	0.64359	0.63876	0.64045	43377	0	1
2025.05.19	0.64014	0.64650	0.63944	0.64556	47124	0	1
2025.05.20	0.64554	0.64588	0.63916	0.64148	45735	0	1
2025.05.21	0.64148	0.64694	0.64148	0.64278	53329	0	1
2025.05.22	0.64279	0.64586	0.64066	0.64067	50777	0	0
2025.05.23	0.64073	0.64992	0.64073	0.64956	49153	0	0
2025.05.26	0.64822	0.65373	0.64790	0.64790	31609	0	0
2025.05.27	0.64789	0.64954	0.64348	0.64348	43186	0	0
2025.05.28	0.64356	0.64535	0.64099	0.64180	46268	0	0
2025.05.29	0.64180	0.64602	0.64070	0.64337	56966	0	0
2025.05.30	0.64348	0.64524	0.64075	0.64332	52528	0	0
2025.06.02	0.64319	0.65004	0.64289	0.64927	48386	0	0
2025.06.03	0.64925	0.65000	0.64469	0.64510	46326	0	0
2025.06.04	0.64524	0.65046	0.64503	0.64841	44867	0	0
2025.06.05	0.64856	0.65379	0.64841	0.64976	48582	0	0
2025.06.06	0.64978	0.65171	0.64787	0.64922	48305	0	0
2025.06.09	0.64910	0.65340	0.64910	0.65145	36255	0	0
2025.06.10	0.65131	0.65330	0.64898	0.65175	48733	0	0
2025.06.11	0.65178	0.65459	0.64891	0.64891	46391	0	0
2025.06.12	0.64913	0.65336	0.64772	0.65313	50011	0	0
2025.06.13	0.65309	0.65334	0.64564	0.64864	65902	0	0
2025.06.16	0.64723	0.65519	0.64666	0.65138	53586	0	0
2025.06.17	0.65157	0.65438	0.64660	0.64695	57802	0	0
2025.06.18	0.64649	0.65372	0.64635	0.64956	57887	0	0
2025.06.19	0.64964	0.65110	0.64456	0.64620	44571	0	0
2025.06.20	0.64647	0.64956	0.64480	0.64514	47411	0	0
2025.06.23	0.64243	0.64633	0.63726	0.64560	64164	0	0
2025.06.24	0.64296	0.65193	0.64296	0.64839	56932	0	0
2025.06.25	0.64844	0.65151	0.64814	0.65039	45232	0	0
2025.06.26	0.65044	0.65640	0.65025	0.65440	53776	0	0
2025.06.27	0.65383	0.65611	0.65082	0.65291	48728	0	0
2025.06.30	0.65331	0.65831	0.65227	0.65746	43379	0	0
2025.07.01	0.65736	0.65904	0.65538	0.65733	44618	0	0
2025.07.02	0.65735	0.65886	0.65432	0.65805	42142	0	0
2025.07.03	0.65806	0.65879	0.65369	0.65707	40403	0	0
2025.07.04	0.65713	0.65790	0.65408	0.65415	46247	0	0
2025.07.07	0.65528	0.65559	0.64852	0.64901	45650	0	0
2025.07.08	0.64897	0.65576	0.64884	0.65241	50652	0	0
2025.07.09	0.65241	0.65481	0.65095	0.65348	44160	0	0
2025.07.10	0.65355	0.65914	0.65256	0.65710	35492	0	0
2025.07.11	0.65804	0.65950	0.65562	0.65773	50023	0	0
2025.07.14	0.65590	0.65877	0.65393	0.65439	37967	0	0
2025.07.15	0.65439	0.65756	0.65078	0.65132	43881	0	0
2025.07.16	0.65132	0.65543	0.64953	0.65264	49569	0	0
2025.07.17	0.65264	0.65298	0.64544	0.64817	41040	0	0
2025.07.18	0.64817	0.65406	0.64791	0.65055	35748	0	0
2025.07.21	0.65090	0.65374	0.64978	0.65240	32663	0	0
2025.07.22	0.65240	0.65579	0.65042	0.65551	37455	0	0
2025.07.23	0.65521	0.66029	0.65433	0.66026	44030	0	0
2025.07.24	0.65987	0.66246	0.65859	0.65895	42680	0	0
2025.07.25	0.65868	0.65985	0.65508	0.65644	42594	0	0
2025.07.28	0.65711	0.65860	0.65129	0.65204	46983	0	0
2025.07.29	0.65198	0.65300	0.64960	0.65096	45465	0	0
